repo,file,clone_class_id,clone_type,test_name,class_size,llm_detectou,analise_manual
parso,test_diff_parser.py,CC0006,Type-2,test_in_parentheses_newlines,5,YES,1
parso,test_diff_parser.py,CC0006,Type-2,test_invalid_to_valid_nodes,5,YES,1
parso,test_diff_parser.py,CC0006,Type-2,test_another_random_indent,5,YES,1
parso,test_diff_parser.py,CC0009,Type-2,test_special_no_newline_ending,4,YES,1
parso,test_diff_parser.py,CC0009,Type-2,test_random_character_insertion,4,YES,1
parso,test_diff_parser.py,CC0009,Type-2,test_error_dedent_in_between,4,YES,1
parso,test_diff_parser.py,CC0009,Type-2,test_some_other_indentation_issues,4,YES,1
parso,test_tokenize.py,CC0010,Type-2,test_tokenize_multiline_I,3,YES,1
parso,test_tokenize.py,CC0010,Type-2,test_tokenize_multiline_II,3,YES,1
parso,test_tokenize.py,CC0010,Type-2,test_tokenize_multiline_III,3,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_for,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_class_with_class_var,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_func_with_if,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_raise_3x_style_1,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_nested_funcs,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_multi_line_params,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_class_func_if,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_multi_line_for,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_strange_parentheses,10,YES,1
parso,test_old_fast_parser.py,CC0012,Type-2,test_additional_indent,10,YES,1
parso,test_old_fast_parser.py,CC0013,Type-2,test_fake_parentheses,2,YES,1
parso,test_old_fast_parser.py,CC0013,Type-2,test_parentheses_in_string,2,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_async_for,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_async_with,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_async_with_invalid,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_raise_3x_style,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_annotation_1,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_annotation_2,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_annotation_3,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_annotation_4,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_annotation_5,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_set_literal_1,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_set_literal_2,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_set_literal_3,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_set_literal_4,14,YES,1
parso,test_pgen2.py,CC0014,Type-2,test_dict_unpacking,14,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_1,7,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_invalid_1,7,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_invalid_2,7,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_invalid_3,7,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_invalid_4,7,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_annotation_6,7,YES,1
parso,test_pgen2.py,CC0016,Type-2,test_annotation_7,7,YES,1
parso,test_pgen2.py,CC0017,Type-2,test_annotation_8,4,YES,1
parso,test_pgen2.py,CC0017,Type-2,test_multiline_bytes_literals,4,YES,1
parso,test_pgen2.py,CC0017,Type-2,test_multiline_bytes_tripquote_literals,4,YES,1
parso,test_pgen2.py,CC0017,Type-2,test_multiline_str_literals,4,YES,1
parso,test_pgen2.py,CC0018,Type-2,test_matrix_multiplication_operator,2,YES,1
parso,test_pgen2.py,CC0018,Type-2,test_py3_rb,2,YES,1
parso,test_pgen2.py,CC0019,Type-2,test_await_expr,2,YES,1
parso,test_pgen2.py,CC0019,Type-2,test_parser_idempotency_extended_unpacking,2,YES,1
parso,test_python_errors.py,CC0022,Type-2,test_valid_fstrings,4,YES,1
parso,test_python_errors.py,CC0022,Type-2,test_valid_namedexpr,4,YES,1
parso,test_python_errors.py,CC0022,Type-2,test_valid_namedexpr_set,4,YES,1
parso,test_python_errors.py,CC0022,Type-2,test_valid_namedexpr_index,4,YES,1
parso,test_python_errors.py,CC0023,Type-2,test_valid_empty_assignment,2,YES,1
parso,test_python_errors.py,CC0023,Type-2,test_valid_del,2,YES,1
requests,test_requests.py,CC0001,,test_http_301_changes_post_to_get,3,YES,1
requests,test_requests.py,CC0001,,test_http_302_changes_post_to_get,3,YES,1
requests,test_requests.py,CC0001,,test_http_303_changes_post_to_get,3,YES,1
requests,test_requests.py,CC0002,,test_http_302_doesnt_change_head_to_get,2,YES,1
requests,test_requests.py,CC0002,,test_http_303_doesnt_change_head_to_get,2,YES,1
requests,test_requests.py,CC0003,,test_header_no_return_chars,2,YES,1
requests,test_requests.py,CC0003,,test_header_no_leading_space,2,YES,1
requests,test_help.py,CC0006,Type-2,test_idna_without_version_attribute,2,YES,1
requests,test_help.py,CC0006,Type-2,test_idna_with_version_attribute,2,YES,1
