,repo,file,clone_class_id,clone_type,test_name,class_size,llm_detectou
291,astroid,test_named_tuple.py,CC0092,Type-2,test_no_rename_nonident_does_not_crash_inference,9,YES
292,astroid,test_named_tuple.py,CC0092,Type-2,test_no_rename_underscore_does_not_crash_inference,9,YES
293,astroid,test_named_tuple.py,CC0092,Type-2,test_invalid_typename_does_not_crash_inference,9,YES
294,astroid,test_named_tuple.py,CC0092,Type-2,test_keyword_typename_does_not_crash_inference,9,YES
295,astroid,test_named_tuple.py,CC0092,Type-2,test_typeerror_does_not_crash_inference,9,YES
296,astroid,test_named_tuple.py,CC0092,Type-2,test_pathological_str_does_not_crash_inference,9,YES
297,astroid,test_named_tuple.py,CC0093,Type-2,test_namedtuple_func_form,2,YES
298,astroid,test_named_tuple.py,CC0093,Type-2,test_namedtuple_func_form_args_and_kwargs,2,YES
299,astroid,test_named_tuple.py,CC0094,Type-2,test_namedtuple_access_class_fields,2,YES
300,astroid,test_named_tuple.py,CC0094,Type-2,test_namedtuple_rename_keywords,2,YES
301,astroid,test_named_tuple.py,CC0095,Type-2,test_namedtuple_rename_duplicates,2,YES
302,astroid,test_named_tuple.py,CC0095,Type-2,test_namedtuple_rename_uninferable,2,YES
303,astroid,test_hashlib.py,CC0096,Type-2,HashlibTest.test_hashlib,2,YES
304,astroid,test_hashlib.py,CC0096,Type-2,HashlibTest.test_shake,2,YES
305,astroid,test_enum.py,CC0097,Type-2,test_enum_multiple_base_classes,2,YES
306,astroid,test_enum.py,CC0097,Type-2,test_int_enum,2,YES
307,astroid,test_enum.py,CC0098,Type-2,test_user_enum_false_positive,4,YES
308,astroid,test_enum.py,CC0098,Type-2,test_enum_subclass_member_name,4,YES
309,astroid,test_enum.py,CC0098,Type-2,test_enum_subclass_member_value,4,YES
310,astroid,test_enum.py,CC0098,Type-2,test_enum_subclass_member_method,4,YES
311,astroid,test_enum.py,CC0099,Type-2,test_mingled_single_and_double_quotes_does_not_crash,2,YES
312,astroid,test_enum.py,CC0099,Type-2,test_special_characters_does_not_crash,2,YES
313,astroid,test_pathlib.py,CC0100,Type-2,test_inference_parents,2,YES
314,astroid,test_pathlib.py,CC0100,Type-2,test_inference_parents_subscript_index,2,YES
315,astroid,test_core_numerictypes.py,CC0101,Type-2,NumpyBrainCoreNumericTypesTest.test_generic_types_have_attributes,3,YES
316,astroid,test_core_numerictypes.py,CC0101,Type-2,NumpyBrainCoreNumericTypesTest.test_number_types_have_unary_operators,3,YES
317,astroid,test_core_numerictypes.py,CC0101,Type-2,NumpyBrainCoreNumericTypesTest.test_array_types_have_unary_operators,3,YES
318,astroid,test_core_multiarray.py,CC0102,Type-2,BrainNumpyCoreMultiarrayTest.test_numpy_function_calls_inferred_as_ndarray,5,YES
319,astroid,test_core_multiarray.py,CC0102,Type-2,BrainNumpyCoreMultiarrayTest.test_numpy_function_calls_inferred_as_bool,5,YES
320,astroid,test_core_multiarray.py,CC0102,Type-2,BrainNumpyCoreMultiarrayTest.test_numpy_function_calls_inferred_as_dtype,5,YES
321,astroid,test_core_multiarray.py,CC0102,Type-2,BrainNumpyCoreMultiarrayTest.test_numpy_function_calls_inferred_as_none,5,YES
322,astroid,test_core_multiarray.py,CC0102,Type-2,BrainNumpyCoreMultiarrayTest.test_numpy_function_calls_inferred_as_tuple,5,YES
323,astroid,test_core_umath.py,CC0103,Type-2,NumpyBrainCoreUmathTest.test_numpy_core_umath_functions_one_arg,2,YES
324,astroid,test_core_umath.py,CC0103,Type-2,NumpyBrainCoreUmathTest.test_numpy_core_umath_functions_two_args,2,YES
325,astroid,test_bump_changelog.py,CC0104,Type-2,test_update_content,2,YES
326,astroid,test_bump_changelog.py,CC0104,Type-2,test_update_content_major,2,YES
327,jedi,test_utils.py,CC0001,Type-2,TestSetupReadline.test_nested,2,YES
328,jedi,test_utils.py,CC0001,Type-2,TestSetupReadline.test_magic_methods,2,YES
329,jedi,test_utils.py,CC0002,Type-2,TestSetupReadline.test_calls,2,YES
330,jedi,test_utils.py,CC0002,Type-2,TestSetupReadline.test_local_import,2,YES
331,jedi,test_buildout_detection.py,CC0003,Type-2,test_append_on_non_sys_path,2,YES
332,jedi,test_buildout_detection.py,CC0003,Type-2,test_path_from_invalid_sys_path_assignment,2,YES
333,jedi,test_docstring.py,CC0004,Type-2,test_function_doc,3,YES
334,jedi,test_docstring.py,CC0004,Type-2,test_instance_doc,3,YES
335,jedi,test_docstring.py,CC0004,Type-2,test_docstring_params_formatting,3,YES
336,jedi,test_docstring.py,CC0005,Type-2,test_docstrings_type_dotted_import,3,YES
337,jedi,test_docstring.py,CC0005,Type-2,test_docstrings_param_type,3,YES
338,jedi,test_docstring.py,CC0005,Type-2,test_docstrings_type_str,3,YES
339,jedi,test_docstring.py,CC0006,Type-2,test_numpydoc_parameters_set_of_values,4,YES
340,jedi,test_docstring.py,CC0006,Type-2,test_numpydoc_returns,4,YES
341,jedi,test_docstring.py,CC0006,Type-2,test_numpydoc_returns_set_of_values,4,YES
342,jedi,test_docstring.py,CC0006,Type-2,test_numpydoc_yields,4,YES
343,jedi,test_docstring.py,CC0007,Type-2,test_numpy_returns,2,YES
344,jedi,test_docstring.py,CC0007,Type-2,test_numpy_comp_returns,2,YES
345,jedi,test_typeshed.py,CC0008,Type-2,test_class,2,YES
346,jedi,test_typeshed.py,CC0008,Type-2,test_class_function,2,YES
347,jedi,test_call_signatures.py,CC0009,Type-2,test_additional_brackets,2,YES
348,jedi,test_call_signatures.py,CC0009,Type-2,test_unterminated_strings,2,YES
349,jedi,test_call_signatures.py,CC0010,Type-2,test_call_init_on_class,2,YES
350,jedi,test_call_signatures.py,CC0010,Type-2,test_call_init_on_instance,2,YES
351,jedi,test_names.py,CC0011,Type-2,test_get_definitions_flat,4,YES
352,jedi,test_names.py,CC0011,Type-2,test_dotted_assignment,4,YES
353,jedi,test_names.py,CC0011,Type-2,test_multiple_assignment,4,YES
354,jedi,test_names.py,CC0011,Type-2,test_multiple_imports,4,YES
355,jedi,test_full_name.py,CC0012,Type-2,MixinTestFullName.test_os_path_join,2,YES
356,jedi,test_full_name.py,CC0012,Type-2,MixinTestFullName.test_builtin,2,YES
357,jedi,test_full_name.py,CC0013,Type-2,TestFullNameWithGotoDefinitions.test_tuple_mapping,2,YES
358,jedi,test_full_name.py,CC0013,Type-2,TestFullNameWithGotoDefinitions.test_from_import,2,YES
359,jedi,test_full_name.py,CC0014,Type-2,TestFullDefinedName.test_local_names,2,YES
360,jedi,test_full_name.py,CC0014,Type-2,TestFullDefinedName.test_imports,2,YES
361,jedi,test_interpreter.py,CC0015,Type-2,test_getattr,2,YES
362,jedi,test_interpreter.py,CC0015,Type-2,test_slice,2,YES
363,jedi,test_interpreter.py,CC0016,Type-2,test_name_not_inferred_properly,2,YES
364,jedi,test_interpreter.py,CC0016,Type-2,test_variable_reuse,2,YES
365,parso,test_diff_parser.py,CC0001,Type-2,test_one_call_in_function_change,11,YES
366,parso,test_diff_parser.py,CC0001,Type-2,test_function_deletion,11,YES
367,parso,test_diff_parser.py,CC0001,Type-2,test_paren_in_strange_position,11,YES
368,parso,test_diff_parser.py,CC0001,Type-2,test_parentheses_before_method,11,YES
369,parso,test_diff_parser.py,CC0001,Type-2,test_error_dedent_issues,11,YES
370,parso,test_diff_parser.py,CC0001,Type-2,test_random_text_insertion,11,YES
371,parso,test_diff_parser.py,CC0001,Type-2,test_many_nested_ifs,11,YES
372,parso,test_diff_parser.py,CC0001,Type-2,test_backslash_issue,11,YES
373,parso,test_diff_parser.py,CC0001,Type-2,test_paren_with_indentation,11,YES
374,parso,test_diff_parser.py,CC0001,Type-2,test_backslash_insertion,11,YES
375,parso,test_diff_parser.py,CC0001,Type-2,test_yet_another_backslash,11,YES
376,parso,test_diff_parser.py,CC0002,Type-2,test_special_no_newline_ending,4,YES
377,parso,test_diff_parser.py,CC0002,Type-2,test_random_character_insertion,4,YES
378,parso,test_diff_parser.py,CC0002,Type-2,test_error_dedent_in_between,4,YES
379,parso,test_diff_parser.py,CC0002,Type-2,test_some_other_indentation_issues,4,YES
380,parso,test_diff_parser.py,CC0003,Type-2,test_dedent_end_positions,3,YES
381,parso,test_diff_parser.py,CC0003,Type-2,test_dont_copy_error_leaves,3,YES
382,parso,test_diff_parser.py,CC0003,Type-2,test_wrong_indent_in_def,3,YES
383,parso,test_diff_parser.py,CC0004,Type-2,test_import_opening_bracket,3,YES
384,parso,test_diff_parser.py,CC0004,Type-2,test_opening_bracket_at_end,3,YES
385,parso,test_diff_parser.py,CC0004,Type-2,test_open_bracket_case2,3,YES
386,parso,test_diff_parser.py,CC0005,Type-2,test_classes_with_error_leaves,13,YES
387,parso,test_diff_parser.py,CC0005,Type-2,test_error_dedent_in_function,13,YES
388,parso,test_diff_parser.py,CC0005,Type-2,test_with_formfeed,13,YES
389,parso,test_diff_parser.py,CC0005,Type-2,test_repeating_invalid_indent,13,YES
390,parso,test_diff_parser.py,CC0005,Type-2,test_invalid_function,13,YES
391,parso,test_diff_parser.py,CC0005,Type-2,test_async_func2,13,YES
392,parso,test_diff_parser.py,CC0005,Type-2,test_weird_ending,13,YES
393,parso,test_diff_parser.py,CC0005,Type-2,test_nested_class,13,YES
394,parso,test_diff_parser.py,CC0005,Type-2,test_class_with_paren_breaker,13,YES
395,parso,test_diff_parser.py,CC0005,Type-2,test_fstring_with_error_leaf,13,YES
396,parso,test_diff_parser.py,CC0005,Type-2,test_backslash_before_def,13,YES
397,parso,test_diff_parser.py,CC0005,Type-2,test_one_line_function_error_recovery,13,YES
398,parso,test_diff_parser.py,CC0005,Type-2,test_one_line_property_error_recovery,13,YES
399,parso,test_diff_parser.py,CC0006,Type-2,test_differing_docstrings,2,YES
400,parso,test_diff_parser.py,CC0006,Type-2,test_docstring_removal,2,YES
401,parso,test_diff_parser.py,CC0007,Type-2,test_unfinished_nodes,5,YES
402,parso,test_diff_parser.py,CC0007,Type-2,test_node_insertion,5,YES
403,parso,test_diff_parser.py,CC0007,Type-2,test_in_parentheses_newlines,5,YES
404,parso,test_diff_parser.py,CC0007,Type-2,test_invalid_to_valid_nodes,5,YES
405,parso,test_diff_parser.py,CC0007,Type-2,test_another_random_indent,5,YES
406,parso,test_diff_parser.py,CC0008,Type-2,test_in_class_movements,2,YES
407,parso,test_diff_parser.py,CC0008,Type-2,test_indentation_issue,2,YES
408,parso,test_diff_parser.py,CC0009,Type-2,test_paren_before_docstring,2,YES
409,parso,test_diff_parser.py,CC0009,Type-2,test_wrong_backslash,2,YES
410,parso,test_tokenize.py,CC0010,Type-2,test_tokenize_multiline_I,3,YES
411,parso,test_tokenize.py,CC0010,Type-2,test_tokenize_multiline_II,3,YES
412,parso,test_tokenize.py,CC0010,Type-2,test_tokenize_multiline_III,3,YES
413,parso,test_tokenize.py,CC0011,Type-2,test_indent_error_recovery,2,YES
414,parso,test_tokenize.py,CC0011,Type-2,test_error_token_after_dedent,2,YES
415,parso,test_old_fast_parser.py,CC0012,Type-2,test_for,10,YES
416,parso,test_old_fast_parser.py,CC0012,Type-2,test_class_with_class_var,10,YES
417,parso,test_old_fast_parser.py,CC0012,Type-2,test_func_with_if,10,YES
418,parso,test_old_fast_parser.py,CC0012,Type-2,test_decorator,10,YES
419,parso,test_old_fast_parser.py,CC0012,Type-2,test_nested_funcs,10,YES
420,parso,test_old_fast_parser.py,CC0012,Type-2,test_multi_line_params,10,YES
421,parso,test_old_fast_parser.py,CC0012,Type-2,test_class_func_if,10,YES
422,parso,test_old_fast_parser.py,CC0012,Type-2,test_multi_line_for,10,YES
423,parso,test_old_fast_parser.py,CC0012,Type-2,test_strange_parentheses,10,YES
424,parso,test_old_fast_parser.py,CC0012,Type-2,test_additional_indent,10,YES
425,parso,test_old_fast_parser.py,CC0013,Type-2,test_fake_parentheses,2,YES
426,parso,test_old_fast_parser.py,CC0013,Type-2,test_parentheses_in_string,2,YES
427,parso,test_pgen2.py,CC0014,Type-2,test_async_for,14,YES
428,parso,test_pgen2.py,CC0014,Type-2,test_async_with,14,YES
429,parso,test_pgen2.py,CC0014,Type-2,test_async_with_invalid,14,YES
430,parso,test_pgen2.py,CC0014,Type-2,test_raise_3x_style,14,YES
431,parso,test_pgen2.py,CC0014,Type-2,test_annotation_1,14,YES
432,parso,test_pgen2.py,CC0014,Type-2,test_annotation_2,14,YES
433,parso,test_pgen2.py,CC0014,Type-2,test_annotation_3,14,YES
434,parso,test_pgen2.py,CC0014,Type-2,test_annotation_4,14,YES
435,parso,test_pgen2.py,CC0014,Type-2,test_annotation_5,14,YES
436,parso,test_pgen2.py,CC0014,Type-2,test_set_literal_1,14,YES
437,parso,test_pgen2.py,CC0014,Type-2,test_set_literal_2,14,YES
438,parso,test_pgen2.py,CC0014,Type-2,test_set_literal_3,14,YES
439,parso,test_pgen2.py,CC0014,Type-2,test_set_literal_4,14,YES
440,parso,test_pgen2.py,CC0014,Type-2,test_dict_unpacking,14,YES
441,parso,test_pgen2.py,CC0015,Type-2,test_raise_2x_style_2,4,YES
442,parso,test_pgen2.py,CC0015,Type-2,test_raise_2x_style_3,4,YES
443,parso,test_pgen2.py,CC0015,Type-2,test_old_octal_notation,4,YES
444,parso,test_pgen2.py,CC0015,Type-2,test_py2_backticks,4,YES
445,parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_1,7,YES
446,parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_invalid_1,7,YES
447,parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_invalid_2,7,YES
448,parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_invalid_3,7,YES
449,parso,test_pgen2.py,CC0016,Type-2,test_raise_3x_style_invalid_4,7,YES
450,parso,test_pgen2.py,CC0016,Type-2,test_annotation_6,7,YES
451,parso,test_pgen2.py,CC0016,Type-2,test_annotation_7,7,YES
452,parso,test_pgen2.py,CC0017,Type-2,test_matrix_multiplication_operator,2,YES
453,parso,test_pgen2.py,CC0017,Type-2,test_py3_rb,2,YES
454,parso,test_pgen2.py,CC0018,Type-2,test_new_octal_notation,2,YES
455,parso,test_pgen2.py,CC0018,Type-2,test_new_binary_notation,2,YES
456,parso,test_pgen2.py,CC0019,Type-2,test_multiline_bytes_literals,3,YES
457,parso,test_pgen2.py,CC0019,Type-2,test_multiline_bytes_tripquote_literals,3,YES
458,parso,test_pgen2.py,CC0019,Type-2,test_multiline_str_literals,3,YES
459,parso,test_pgen2.py,CC0020,Type-2,test_await_expr,2,YES
460,parso,test_pgen2.py,CC0020,Type-2,test_parser_idempotency_extended_unpacking,2,YES
461,parso,test_python_errors.py,CC0021,Type-2,test_syntax_errors,2,YES
462,parso,test_python_errors.py,CC0021,Type-2,test_indentation_errors,2,YES
463,parso,test_python_errors.py,CC0022,Type-2,test_valid_fstrings,4,YES
464,parso,test_python_errors.py,CC0022,Type-2,test_valid_namedexpr,4,YES
465,parso,test_python_errors.py,CC0022,Type-2,test_valid_namedexpr_set,4,YES
466,parso,test_python_errors.py,CC0022,Type-2,test_valid_namedexpr_index,4,YES
467,parso,test_python_errors.py,CC0023,Type-2,test_valid_empty_assignment,2,YES
468,parso,test_python_errors.py,CC0023,Type-2,test_valid_del,2,YES
469,parso,test_load_grammar.py,CC0024,Type-2,test_load_inexisting_grammar,2,YES
470,parso,test_load_grammar.py,CC0024,Type-2,test_grammar_int_version,2,YES
471,requests,test_utils.py,CC0001,,TestSuperLen.test_string,2,YES
472,requests,test_utils.py,CC0001,,TestSuperLen.test_super_len_with_no_matches,2,YES
473,requests,test_requests.py,CC0002,,TestRequests.test_http_301_changes_post_to_get,3,YES
474,requests,test_requests.py,CC0002,,TestRequests.test_http_302_changes_post_to_get,3,YES
475,requests,test_requests.py,CC0002,,TestRequests.test_http_303_changes_post_to_get,3,YES
476,requests,test_requests.py,CC0003,,TestRequests.test_http_302_doesnt_change_head_to_get,2,YES
477,requests,test_requests.py,CC0003,,TestRequests.test_http_303_doesnt_change_head_to_get,2,YES
478,requests,test_requests.py,CC0004,,TestRequests.test_should_strip_auth_host_change,3,YES
479,requests,test_requests.py,CC0004,,TestRequests.test_should_strip_auth_http_downgrade,3,YES
480,requests,test_requests.py,CC0004,,TestRequests.test_should_strip_auth_port_change,3,YES
481,requests,test_requests.py,CC0005,,TestRequests.test_proxy_auth,2,YES
482,requests,test_requests.py,CC0005,,TestRequests.test_proxy_auth_empty_pass,2,YES
483,requests,test_help.py,CC0006,Type-2,test_idna_without_version_attribute,2,YES
484,requests,test_help.py,CC0006,Type-2,test_idna_with_version_attribute,2,YES
