repo,file,clone_class_id,clone_type,test_name,class_size,llm_detectou
,tests/brain/test_named_tuple.py,CC0093,Type-2,test_namedtuple_func_form_args_and_kwargs,2,YES
,tests/brain/test_named_tuple.py,CC0094,Type-2,test_namedtuple_access_class_fields,2,YES
,tests/brain/test_named_tuple.py,CC0094,Type-2,test_namedtuple_rename_keywords,2,YES
,tests/brain/test_named_tuple.py,CC0095,Type-2,test_namedtuple_rename_duplicates,2,YES
,tests/brain/test_named_tuple.py,CC0095,Type-2,test_namedtuple_rename_uninferable,2,YES
,tests/brain/test_hashlib.py,CC0096,Type-2,HashlibTest.test_hashlib,2,YES
,tests/brain/test_hashlib.py,CC0096,Type-2,HashlibTest.test_shake,2,YES
,tests/brain/test_enum.py,CC0097,Type-2,test_enum_multiple_base_classes,2,YES
,tests/brain/test_enum.py,CC0097,Type-2,test_int_enum,2,YES
,tests/brain/test_enum.py,CC0098,Type-2,test_user_enum_false_positive,4,YES
,tests/brain/test_enum.py,CC0098,Type-2,test_enum_subclass_member_name,4,YES
,tests/brain/test_enum.py,CC0098,Type-2,test_enum_subclass_member_value,4,YES
,tests/brain/test_enum.py,CC0098,Type-2,test_enum_subclass_member_method,4,YES
,tests/brain/test_enum.py,CC0099,Type-2,test_mingled_single_and_double_quotes_does_not_crash,2,YES
,tests/brain/test_enum.py,CC0099,Type-2,test_special_characters_does_not_crash,2,YES
,tests/brain/test_pathlib.py,CC0100,Type-2,test_inference_parents,2,YES
,tests/brain/test_pathlib.py,CC0100,Type-2,test_inference_parents_subscript_index,2,YES
,tests/brain/numpy/test_core_numerictypes.py,CC0101,Type-2,NumpyBrainCoreNumericTypesTest.test_generic_types_have_attributes,3,YES
,tests/brain/numpy/test_core_numerictypes.py,CC0101,Type-2,NumpyBrainCoreNumericTypesTest.test_number_types_have_unary_operators,3,YES
,tests/brain/numpy/test_core_numerictypes.py,CC0101,Type-2,NumpyBrainCoreNumericTypesTest.test_array_types_have_unary_operators,3,YES
,tests/brain/numpy/test_core_multiarray.py,CC0102,Type-2,BrainNumpyCoreMultiarrayTest.test_numpy_function_calls_inferred_as_ndarray,5,YES
,tests/brain/numpy/test_core_multiarray.py,CC0102,Type-2,BrainNumpyCoreMultiarrayTest.test_numpy_function_calls_inferred_as_bool,5,YES
,tests/brain/numpy/test_core_multiarray.py,CC0102,Type-2,BrainNumpyCoreMultiarrayTest.test_numpy_function_calls_inferred_as_dtype,5,YES
,tests/brain/numpy/test_core_multiarray.py,CC0102,Type-2,BrainNumpyCoreMultiarrayTest.test_numpy_function_calls_inferred_as_none,5,YES
,tests/brain/numpy/test_core_multiarray.py,CC0102,Type-2,BrainNumpyCoreMultiarrayTest.test_numpy_function_calls_inferred_as_tuple,5,YES
,tests/brain/numpy/test_core_umath.py,CC0103,Type-2,NumpyBrainCoreUmathTest.test_numpy_core_umath_functions_one_arg,2,YES
,tests/brain/numpy/test_core_umath.py,CC0103,Type-2,NumpyBrainCoreUmathTest.test_numpy_core_umath_functions_two_args,2,YES
,script/test_bump_changelog.py,CC0104,Type-2,test_update_content,2,YES
,script/test_bump_changelog.py,CC0104,Type-2,test_update_content_major,2,YES
